date,type,locale,locale_name,description,transferred,year,month,month_name,day_of_week
2017-04-01,Holiday,Regional,Cotopaxi,Provincializacion De Cotopaxi,False,2017,4,April,Saturday
2017-04-12,Holiday,Local,Cuenca,Fundacion De Cuenca,True,2017,4,April,Wednesday
2017-04-13,Transfer,Local,Cuenca,Fundacion De Cuenca,False,2017,4,April,Thursday
2017-04-14,Holiday,Local,Libertad,Cantonizacion De Libertad,False,2017,4,April,Friday
2017-04-14,Holiday,National,Ecuador,Viernes Santo,False,2017,4,April,Friday
2017-04-21,Holiday,Local,Riobamba,Cantonizacion De Riobamba,False,2017,4,April,Friday
2017-05-01,Holiday,National,Ecuador,Dia Del Trabajo,False,2017,5,May,Monday
2017-05-12,Holiday,Local,Puyo,Cantonizacion Del Puyo,False,2017,5,May,Friday
2017-05-13,Additional,National,Ecuador,Dia De La Madre-1,False,2017,5,May,Saturday
2017-05-14,Event,National,Ecuador,Dia De La Madre,False,2017,5,May,Sunday
2017-05-24,Holiday,National,Ecuador,Batalla De Pichincha,True,2017,5,May,Wednesday
2017-05-26,Transfer,National,Ecuador,Traslado Batalla De Pichincha,False,2017,5,May,Friday
2017-06-23,Holiday,Local,Guaranda,Cantonizacion De Guaranda,False,2017,6,June,Friday
2017-06-25,Holiday,Regional,Imbabura,Provincializacion De Imbabura,False,2017,6,June,Sunday
2017-06-25,Holiday,Local,Latacunga,Cantonizacion De Latacunga,False,2017,6,June,Sunday
2017-06-25,Holiday,Local,Machala,Fundacion De Machala,False,2017,6,June,Sunday
2017-07-03,Holiday,Local,El Carmen,Cantonizacion De El Carmen,False,2017,7,July,Monday
2017-07-03,Holiday,Local,Santo Domingo,Fundacion De Santo Domingo,False,2017,7,July,Monday
2017-07-23,Holiday,Local,Cayambe,Cantonizacion De Cayambe,False,2017,7,July,Sunday
2017-07-24,Additional,Local,Guayaquil,Fundacion De Guayaquil-1,False,2017,7,July,Monday
2017-07-25,Additional,Local,Guayaquil,Fundacion De Guayaquil,False,2017,7,July,Tuesday
2017-08-05,Holiday,Local,Esmeraldas,Fundacion De Esmeraldas,False,2017,8,August,Saturday
2017-08-10,Holiday,National,Ecuador,Primer Grito De Independencia,True,2017,8,August,Thursday
2017-08-11,Transfer,National,Ecuador,Traslado Primer Grito De Independencia,False,2017,8,August,Friday
2017-08-15,Holiday,Local,Riobamba,Fundacion De Riobamba,False,2017,8,August,Tuesday
2017-08-24,Holiday,Local,Ambato,Fundacion De Ambato,False,2017,8,August,Thursday
2017-09-28,Holiday,Local,Ibarra,Fundacion De Ibarra,True,2017,9,September,Thursday
2017-09-29,Transfer,Local,Ibarra,Fundacion De Ibarra,False,2017,9,September,Friday
2017-10-07,Holiday,Local,Quevedo,Cantonizacion De Quevedo,False,2017,10,October,Saturday
2017-10-09,Holiday,National,Ecuador,Independencia De Guayaquil,False,2017,10,October,Monday
2017-11-02,Holiday,National,Ecuador,Dia De Difuntos,False,2017,11,November,Thursday
2017-11-03,Holiday,National,Ecuador,Independencia De Cuenca,False,2017,11,November,Friday
2017-11-06,Holiday,Regional,Santo Domingo De Los Tsachilas,Provincializacion De Santo Domingo,False,2017,11,November,Monday
2017-11-07,Holiday,Regional,Santa Elena,Provincializacion Santa Elena,False,2017,11,November,Tuesday
2017-11-10,Holiday,Local,Guaranda,Independencia De Guaranda,False,2017,11,November,Friday
2017-11-11,Holiday,Local,Latacunga,Independencia De Latacunga,False,2017,11,November,Saturday
2017-11-12,Holiday,Local,Ambato,Independencia De Ambato,False,2017,11,November,Sunday
2017-12-05,Additional,Local,Quito,Fundacion De Quito-1,False,2017,12,December,Tuesday
2017-12-06,Holiday,Local,Quito,Fundacion De Quito,True,2017,12,December,Wednesday
2017-12-08,Holiday,Local,Loja,Fundacion De Loja,False,2017,12,December,Friday
2017-12-08,Transfer,Local,Quito,Traslado Fundacion De Quito,False,2017,12,December,Friday
2017-12-21,Additional,National,Ecuador,Navidad-4,False,2017,12,December,Thursday
2017-12-22,Holiday,Local,Salinas,Cantonizacion De Salinas,False,2017,12,December,Friday
2017-12-22,Additional,National,Ecuador,Navidad-3,False,2017,12,December,Friday
2017-12-23,Additional,National,Ecuador,Navidad-2,False,2017,12,December,Saturday
2017-12-24,Additional,National,Ecuador,Navidad-1,False,2017,12,December,Sunday
2017-12-25,Holiday,National,Ecuador,Navidad,False,2017,12,December,Monday
2017-12-26,Additional,National,Ecuador,Navidad+1,False,2017,12,December,Tuesday
